timestamp_ms,forearm_L.angular_velocity,forearm_L.linear_acceleration,hand_L.angular_velocity,hand_L.linear_acceleration,head.angular_velocity,head.linear_acceleration,upper_torso.angular_velocity,upper_torso.linear_acceleration
9549,11.056295,1.277819,25.251226,0.67038494,2.426867,1.4251018,307.31146,7.6577005
9551,13.054391,1.1477569,28.487206,0.49807176,2.426867,1.4251018,292.50458,5.5048695
9571,16.33292,1.099226,28.873821,0.30521384,4.5698986,1.941099,282.3824,4.076036
9576,22.046452,1.273211,28.873821,0.30521384,4.5698986,1.941099,282.3824,4.076036
9582,26.147135,1.4718552,28.873821,0.30521384,4.5698986,1.941099,282.3824,4.076036
9583,26.147135,1.4718552,28.308865,0.36132878,4.810949,2.098818,269.2946,3.933761
9604,11.955102,1.6877604,19.984797,0.44533357,9.294394,1.846794,243.50323,4.04182
9618,4.7143483,1.457262,17.167051,0.6547606,13.07036,1.5095361,221.44035,3.4219277
9620,7.626708,1.1304855,17.759132,0.8768673,16.832207,1.1084088,221.44035,3.4219277
9641,15.807161,0.77251315,24.422756,1.5998125,19.748434,0.7139641,201.96225,5.0320735
9647,15.807161,0.77251315,31.127869,2.0627975,19.748434,0.7139641,201.96225,5.0320735
9653,15.807161,0.77251315,31.127869,2.0627975,24.155735,0.6735662,201.96225,5.0320735
9676,50.587574,1.3379098,36.050083,2.1014454,29.842009,1.9474754,130.46457,6.637274
9688,61.060204,2.041581,37.42301,1.9813308,29.842009,1.9474754,130.46457,6.637274
9690,56.12334,2.1685529,36.19225,1.7015456,30.981638,2.2190945,130.46457,6.637274
9710,56.12334,2.1685529,36.19225,1.7015456,31.515718,2.4374266,103.658745,5.4257
9712,56.12334,2.1685529,36.19225,1.7015456,31.34207,2.473583,85.316666,5.305045
9723,45.900425,2.9407241,31.691881,1.2700447,31.34207,2.473583,85.316666,5.305045
9725,40.846066,3.0670505,23.925312,0.74958396,31.34207,2.473583,77.814766,5.301958
9745,40.846066,3.0670505,23.925312,0.74958396,27.874693,1.887563,75.41885,4.037634
9747,35.25624,2.831968,23.925312,0.74958396,27.874693,1.887563,75.41885,4.037634
9755,33.587864,2.2562904,23.925312,0.74958396,27.874693,1.887563,75.41885,4.037634
9757,33.587864,2.2437239,23.925312,0.74958396,27.874693,1.887563,75.41885,4.037634
9779,34.85642,1.5287932,23.532278,0.774703,27.573639,1.4039397,71.16212,2.6105723
9786,33.738586,0.7983369,23.371046,0.6978135,28.9978,0.8876023,71.16212,2.6105723
9788,33.738586,0.7983369,23.371046,0.6978135,30.48246,0.4788805,73.126175,2.3681233
9861,25.603426,1.2799783,22.71738,1.1364337,30.48246,0.4788805,55.794876,1.2725656
9863,25.603426,1.2799783,22.71738,1.1364337,32.472595,0.41406712,55.794876,1.2725656
9874,25.603426,1.2799783,22.71738,1.1364337,32.42966,0.8360094,55.794876,1.2725656
9876,29.213848,1.5920703,22.71738,1.1364337,32.42966,0.8360094,55.794876,1.2725656
9901,27.099813,2.3978524,23.645826,1.7229955,21.415771,2.0824199,37.762863,1.6064655
9916,22.380268,2.7866104,23.993103,1.8892195,23.676683,2.0647423,45.694016,0.6551976
9938,18.924934,2.7160487,11.519162,1.4745687,13.233513,1.706252,51.175056,2.2451875
9946,19.208723,2.5563464,10.665969,1.2503666,12.189318,1.4069711,51.175056,2.2451875
9948,19.208723,2.5563464,10.665969,1.2503666,12.189318,1.4069711,66.34117,2.3088458
9954,20.27084,2.295297,12.602392,1.0141754,11.104541,1.1118363,85.63971,2.5914829
9974,24.884834,1.5421845,16.373127,0.68249035,8.252396,0.67237276,79.64115,3.066442
9985,21.430988,0.820375,12.967205,1.9636366,3.7713602,1.0081608,46.24862,1.6261004
10003,21.430988,0.820375,12.967205,1.9636366,1.2115132,1.2806718,44.930664,1.6715434
10004,20.94084,0.9189904,13.640913,1.9273189,5.3212714,1.4652133,44.930664,1.6715434
10025,18.667679,2.073505,10.367715,1.6815171,16.44147,1.9380447,47.932495,2.01721
10033,18.544445,2.2854295,10.367715,1.6815171,16.44147,1.9380447,39.302517,3.6753845
10034,16.971285,2.3102465,10.367715,1.6815171,16.44147,1.9380447,28.64136,4.2836375
10043,16.971285,2.3102465,20.198486,1.5391538,20.36124,2.4644785,20.038315,4.6609097
10060,16.16556,2.1558602,21.793652,1.5069996,19.095032,2.487726,21.692223,4.8763533
10067,8.628868,2.0664997,15.278064,1.6895342,15.257079,2.1290512,45.02169,3.4017153
10073,8.628868,2.0664997,9.130214,1.6333584,13.140855,1.8780771,45.02169,3.4017153
10074,5.3223214,1.9612075,9.130214,1.6333584,13.140855,1.8780771,45.02169,3.4017153
10095,5.6354322,1.8816769,14.777694,1.0417609,13.140855,1.8780771,41.417736,2.4321177
10102,5.134939,1.6692079,14.777694,1.0417609,10.310787,1.3306733,41.417736,2.4321177
10113,14.659877,0.9873022,21.28211,0.8499471,10.492722,0.30405784,23.609247,2.6399975
10140,10.954067,0.4852166,21.848028,0.5944083,12.096976,0.191781,31.989584,2.2287343
10142,10.954067,0.4852166,19.25647,0.26491976,12.096976,0.191781,39.241806,2.331655
10165,10.56402,0.45381358,19.25647,0.26491976,12.096976,0.191781,39.241806,2.331655
10173,5.7583685,0.6108527,17.296333,0.24888727,14.314793,0.19673456,56.820614,2.14771
10174,5.7583685,0.6108527,15.619514,0.3206675,14.314793,0.19673456,56.820614,2.14771
10193,5.7583685,0.6108527,14.031848,0.34162846,14.779836,0.17474279,67.39967,1.7853392
10207,3.9494035,0.565789,14.031848,0.34162846,14.779836,0.17474279,67.39967,1.7853392
10209,4.117046,0.52708983,14.031848,0.34162846,14.779836,0.17474279,67.39967,1.7853392
10226,4.1467986,0.54216355,5.684467,0.65848607,11.330366,0.6775018,86.85392,0.8252789
10232,3.5115108,0.7024513,5.684467,0.65848607,11.330366,0.6775018,86.85392,0.8252789
10233,4.842977,0.8476469,5.684467,0.65848607,11.330366,0.6775018,86.85392,0.8252789
10242,4.842977,0.8476469,6.7022047,0.8978429,6.852538,0.99569696,117.77617,0.7548687
10258,5.9929557,0.94621104,6.7022047,0.8978429,6.852538,0.99569696,117.77617,0.7548687
10259,6.443474,1.0297902,6.7022047,0.8978429,6.852538,0.99569696,117.77617,0.7548687
10275,8.6105,1.102662,10.5345335,0.90313756,6.852538,0.99569696,134.07368,0.84018177
10277,8.6105,1.102662,10.5345335,0.90313756,6.852538,0.99569696,139.67139,1.1572303
10299,8.564734,0.90747035,13.266549,1.3076249,8.163437,0.922139,151.03305,1.9053682
10313,8.564734,0.90747035,13.266549,1.3076249,10.096292,0.8827771,151.03305,1.9053682
10314,8.564734,0.90747035,13.266549,1.3076249,12.051468,0.8053134,151.03305,1.9053682
10328,5.8114953,0.84053355,8.234319,1.8597214,13.688485,0.5595854,127.9065,2.494929
10353,1.5608778,0.713605,8.234319,1.8597214,13.688485,0.5595854,127.9065,2.494929
10355,6.5150557,0.75392663,8.293821,1.9523128,13.688485,0.5595854,111.13496,3.0706842
10363,6.5150557,0.75392663,8.293821,1.9523128,13.091009,0.82071376,102.55451,3.3831506
10365,9.689414,0.8439058,8.541651,1.9644717,12.687533,1.10069,102.55451,3.3831506
10385,13.352337,1.512199,8.52943,1.8093195,12.576944,1.356274,104.1416,3.1688974
10393,14.662036,1.8330991,8.287531,1.3311926,12.961458,1.571894,132.153,2.623805
10394,14.662036,1.8330991,7.254972,1.2093989,13.468869,1.6884328,139.25449,2.7759106
10411,10.660379,2.270778,7.254972,1.2093989,13.7476845,1.7560123,139.25449,2.7759106
10419,10.660379,2.270778,7.7399216,1.1656455,13.7476845,1.7560123,132.90958,3.1426127
10420,10.660379,2.270778,9.717824,1.2105795,13.7476845,1.7560123,118.08815,3.2240944
10429,9.434622,2.1394353,13.365165,1.3557712,14.246969,1.5649055,102.22067,3.1789334
10449,13.349966,1.8974389,18.551775,1.388094,14.65225,1.4279728,102.22067,3.1789334
10450,13.349966,1.8974389,18.551775,1.388094,15.058375,1.2826135,102.22067,3.1789334
10457,13.349966,1.8974389,22.706717,1.5035741,15.45154,1.217022,83.43756,2.8133543
10459,15.412555,1.7530874,22.706717,1.5035741,15.45154,1.217022,64.995705,2.0853856
10479,12.135256,1.3680112,26.633505,1.5418929,15.45154,1.217022,52.594353,1.239218
10497,12.135256,1.3680112,31.709274,1.5821149,21.74334,1.3798385,55.645348,1.3900079
10503,11.749703,1.0504452,31.709274,1.5821149,21.74334,1.3798385,55.645348,1.3900079
10505,11.749703,1.0504452,33.018837,1.5727266,21.74334,1.3798385,55.645348,1.3900079
10513,14.341053,0.86898154,37.80841,1.2827172,30.129923,1.3662905,46.77941,2.110768
10530,17.855885,0.6949751,37.80841,1.2827172,30.129923,1.3662905,46.77941,2.110768
10532,20.200146,0.62458646,37.80841,1.2827172,30.129923,1.3662905,46.77941,2.110768
10543,21.774586,0.99148345,40.37751,0.96171135,32.649986,2.0211415,45.30515,1.3865236
10564,22.079378,1.5896007,40.37751,0.96171135,32.649986,2.0211415,45.30515,1.3865236
10565,22.056082,2.256974,37.413055,1.6384747,32.649986,2.0211415,45.30515,1.3865236
10574,26.227083,2.8732755,37.413055,1.6384747,31.334045,2.4596052,43.962303,1.7713798
10576,26.227083,2.8732755,32.5043,2.3213444,29.400576,2.9061122,45.574463,2.3653095
10595,33.0291,3.541956,26.457735,2.7526586,26.485954,3.201785,45.43496,2.8049533
10604,40.823486,4.2491302,20.970615,2.8693776,26.485954,3.201785,43.560204,3.0009117
10605,40.823486,4.2491302,16.919292,2.6783886,26.485954,3.201785,43.14775,2.8887827
10617,53.05219,5.066853,14.985093,2.261735,21.233042,3.1117733,38.856483,4.049963
10636,53.05219,5.066853,23.400196,1.1344733,16.733095,1.9980066,43.01437,3.7332096
10646,52.289997,3.0934498,23.400196,1.1344733,16.733095,1.9980066,66.408516,2.2475314
10665,52.289997,3.0934498,32.17346,1.7049785,14.305422,1.615329,66.408516,2.2475314
10683,53.503635,2.0983012,32.17346,1.7049785,14.305422,1.615329,66.408516,2.2475314
10685,57.272247,1.3992383,34.22075,1.793259,14.305422,1.615329,79.71719,1.612731
10693,60.53435,0.9829701,36.392258,1.6596448,11.804584,1.4977305,125.95022,0.5292731
10694,60.53435,0.9829701,36.31125,1.4258789,11.589128,1.3796158,125.95022,0.5292731
10713,64.63776,0.8900428,36.31125,1.4258789,11.589128,1.3796158,125.95022,0.5292731
10726,58.49897,1.5154175,27.804577,0.7460986,11.589128,1.3796158,172.87944,1.468258
10743,58.49897,1.5154175,27.804577,0.7460986,12.753865,1.1427472,172.87944,1.468258
10745,49.193085,1.9350121,27.804577,0.7460986,14.011125,1.0414058,172.87944,1.468258
10761,43.73751,2.132857,27.804577,0.7460986,14.011125,1.0414058,187.95804,1.9482498
10763,43.73751,2.132857,25.853628,0.761975,15.385338,1.0171727,187.95804,1.9482498
10783,32.19377,2.2437592,26.330284,1.1741663,17.962803,0.8746523,242.76099,2.2237387
10785,29.271687,2.1265948,27.922966,1.3385997,17.962803,0.8746523,242.76099,2.2237387
10806,32.445107,1.8654119,29.245012,1.37105,18.346115,0.9153463,245.86331,2.8244169
10820,20.639631,1.2223371,23.561546,1.3688706,15.752036,1.29219,74.29072,4.3208666
10840,25.824287,1.3111672,23.561546,1.3688706,15.752036,1.29219,164.54703,7.089559
10842,25.824287,1.3111672,23.561546,1.3688706,8.429261,1.5444789,164.54703,7.089559
10851,25.824287,1.3111672,21.547224,1.3956777,11.116108,1.3682858,164.54703,7.089559
10852,25.824287,1.3111672,17.07556,1.2624942,12.08496,1.473079,164.54703,7.089559
10871,25.824287,1.3111672,15.603288,1.0899191,12.08496,1.473079,262.02106,7.1923356
10877,25.824287,1.3111672,15.328696,0.83220965,6.6955314,1.2759509,268.29202,7.401955
10883,34.661575,1.530138,15.328696,0.83220965,6.6955314,1.2759509,268.29202,7.401955
10885,27.29336,1.2737583,15.328696,0.83220965,6.6955314,1.2759509,268.29202,7.401955
10905,27.29336,1.2737583,8.073269,0.85880005,7.2130017,1.2313399,187.88374,7.1361947
10913,27.29336,1.2737583,7.359989,0.9504663,8.572778,1.0681756,187.88374,7.1361947
10917,27.29336,1.2737583,7.359989,0.9504663,8.572778,1.0681756,157.85236,6.1523623
10918,19.813782,1.118322,4.759959,0.8663794,8.572778,1.0681756,139.39133,4.9734993
10933,17.572824,1.0049603,4.8063,0.69901985,8.572778,1.0681756,139.39133,4.9734993
10935,17.572824,1.0049603,4.8063,0.69901985,9.971172,0.818495,129.1708,4.0623207
10955,21.016397,0.7870861,3.9902241,0.9179462,12.087581,0.86046636,129.1708,4.0623207
10963,23.092028,0.88258475,2.8796692,0.8957486,12.087581,0.86046636,116.799866,2.6273842
10980,22.570961,0.96116596,6.1958947,1.0010711,12.210998,1.2938704,113.27225,1.7084944
10999,21.683636,0.9904264,10.1189575,1.0141554,12.677106,1.6705703,110.283516,0.89079124
11017,15.00745,1.4250305,9.789627,1.3045652,14.45902,2.344381,107.14689,0.6324419
11025,15.00745,1.4250305,7.343267,1.487458,14.45902,2.344381,102.701485,1.3382958
11027,13.268935,1.8782448,7.343267,1.487458,14.45902,2.344381,102.701485,1.3382958
11029,13.268935,1.8782448,7.343267,1.487458,14.145809,2.5985878,95.73248,1.6962909
11048,16.401543,2.6553977,5.1025534,1.5591375,12.748606,2.824838,88.236694,2.284705
11068,20.253742,2.5737822,5.16568,1.6972405,11.204065,2.832777,86.14844,2.8004682
11069,20.253742,2.5737822,8.039282,1.671313,10.562079,2.658158,86.14844,2.8004682
11082,10.810805,1.5470071,14.072276,1.1605868,10.387101,1.0744735,103.40789,2.7772388
11104,10.810805,1.5470071,6.486403,0.70097196,12.150442,0.48206958,132.54301,2.6448295
11110,5.5484943,1.1462142,6.486403,0.70097196,12.150442,0.48206958,132.54301,2.6448295
11112,4.355789,0.9131982,6.486403,0.70097196,12.150442,0.48206958,132.54301,2.6448295
11121,4.355789,0.9131982,3.4971597,0.8440955,12.150442,0.48206958,125.82417,2.8384674
11123,11.069765,0.9150733,2.5634763,0.98562646,12.585827,0.6238255,125.82417,2.8384674
11143,14.859271,1.0531065,2.5634763,0.98562646,12.585827,0.6238255,115.37073,2.89532
11149,14.859271,1.0531065,4.535532,1.140958,12.038941,0.7707204,102.95265,3.070943
11151,16.691748,1.0103099,4.535532,1.140958,11.350733,0.87512875,102.95265,3.070943
11165,8.667422,0.80283725,12.285665,1.1206689,11.105547,1.0170375,105.27065,3.5671864
11185,8.667422,0.80283725,13.89914,0.8527345,12.8878145,0.60759366,105.27065,3.5671864
11192,8.667422,0.80283725,16.04412,0.42603272,12.8878145,0.60759366,105.27065,3.5671864
11193,3.4987574,0.5994318,18.766895,0.07531525,14.027068,0.41802815,105.27065,3.5671864
11212,9.476777,0.23447971,20.61019,0.33071807,14.905954,0.27682954,101.17202,3.1005437
11229,14.944142,0.37632796,15.914382,0.71968293,15.939643,0.4099154,94.620804,3.163858
11252,14.944142,0.37632796,11.79827,0.2826256,14.848863,0.79325825,85.90819,2.9504874
11254,14.944142,0.37632796,11.55307,0.6885273,14.848863,0.79325825,91.21377,2.6252751
11262,14.944142,0.37632796,11.55307,0.6885273,13.911329,0.8206921,104.42154,2.1132574
11264,16.403814,0.41514862,9.917415,1.1426733,13.157146,0.7830026,104.42154,2.1132574
11285,20.382633,0.6477698,8.597295,1.5054352,11.78184,0.94210595,122.10427,1.4672267
11293,20.044636,0.6388071,8.597295,1.5054352,11.78184,0.94210595,116.53645,1.7585094
11295,20.044636,0.6388071,8.597295,1.5054352,11.78184,0.94210595,99.09119,1.7806182
11305,12.965051,0.8389455,10.830086,2.1245441,14.4350395,1.5542518,99.09119,1.7806182
11307,9.644327,1.1778882,10.830086,2.1245441,14.4350395,1.5542518,82.82149,1.8745555
11329,9.644327,1.1778882,13.585087,2.2106204,14.4350395,1.5542518,82.82149,1.8745555
11330,9.644327,1.1778882,13.585087,2.2106204,14.314793,1.6659844,63.527977,2.1022832
11338,8.531395,1.5732781,18.14182,1.7054037,13.608787,1.8190181,22.53892,1.9482028
11358,11.651321,2.3345463,16.204803,1.0095667,13.249269,1.9028257,9.9569645,1.5885051
11365,11.651321,2.3345463,11.445678,0.9375327,14.706432,1.6644421,13.18543,1.3382914
11367,11.651321,2.3345463,11.445678,0.9375327,16.179956,1.3794514,13.18543,1.3382914
11377,15.735236,2.4571202,17.911816,1.3116825,17.521023,1.033507,20.34275,1.0520995
11378,18.854727,2.2326865,17.911816,1.3116825,18.48116,0.78481203,26.808887,0.8382541
11399,23.03614,1.7932416,26.36556,1.2042569,18.404907,0.61723274,31.608315,0.7317319
11401,21.431164,1.501645,26.36556,1.2042569,18.404907,0.61723274,31.608315,0.7317319
11408,21.431164,1.501645,36.641228,1.3065418,18.404907,0.61723274,35.10036,0.774819
11410,21.431164,1.501645,36.64809,1.1641964,18.17444,0.7013331,37.260902,0.85257983
11428,17.536537,0.6755993,47.81118,1.1121414,18.624626,1.2360557,37.392838,0.87476337
11441,17.536537,0.6755993,38.8209,1.5104163,21.874525,1.7385505,30.743423,0.93352324
11443,17.536537,0.6755993,36.27301,1.58627,21.874525,1.7385505,30.743423,0.93352324
11461,19.322807,0.74702495,36.27301,1.58627,21.874525,1.7385505,30.743423,0.93352324
11477,22.338865,0.9779732,28.692299,1.2453265,25.417973,1.6377261,29.822527,1.173569
11479,22.338865,0.9779732,28.692299,1.2453265,25.417973,1.6377261,28.785889,1.3309258
11481,22.338865,0.9779732,24.320116,1.1327541,29.823713,1.3570085,26.977951,1.5484276
11500,22.338865,0.9779732,21.792969,1.1450063,33.784927,1.2373867,26.977951,1.5484276
11502,29.172632,1.110736,21.792969,1.1450063,33.784927,1.2373867,25.666931,1.6848489
11514,32.65797,1.2016641,37.08914,1.6816508,38.48362,1.6696278,25.32966,2.139258
11515,35.93846,1.2855512,37.08914,1.6816508,38.48362,1.6696278,25.32966,2.139258
11534,35.93846,1.2855512,38.76573,3.046672,38.48362,1.6696278,41.992985,2.1685998
11536,35.93846,1.2855512,41.982647,2.9155867,38.48362,1.6696278,41.992985,2.1685998
11542,35.93846,1.2855512,43.845886,3.1819894,33.535637,2.7160656,47.035614,2.1664505
11549,38.791958,2.0437806,43.845886,3.1819894,33.535637,2.7160656,45.570576,2.4502254
11550,38.698696,2.5587513,43.845886,3.1819894,33.535637,2.7160656,48.228313,2.832053
11570,38.698696,2.5587513,48.166946,2.578096,29.187632,3.0582242,57.239063,2.9490063
11578,38.698696,2.5587513,48.166946,2.578096,25.684853,3.033541,65.28796,2.7473795
11599,35.460793,3.2723618,43.008347,1.6300551,23.124672,2.7761028,63.296158,2.4556344
11610,43.419037,2.313065,40.53998,1.4649887,24.802286,1.4942129,63.296158,2.4556344
11612,43.419037,2.313065,37.18178,1.2845486,24.802286,1.4942129,63.296158,2.4556344
11630,43.419037,2.313065,33.5053,1.001427,24.802286,1.4942129,42.485725,1.1574615
11639,47.26159,1.7747366,33.5053,1.001427,24.802286,1.4942129,42.485725,1.1574615
11640,55.569782,1.4043083,33.5053,1.001427,24.802286,1.4942129,42.485725,1.1574615
11649,60.40766,1.1865373,23.967937,1.0009588,26.183226,1.424586,31.878643,0.71393234
11674,46.02079,1.2065129,23.967937,1.0009588,26.183226,1.424586,32.44947,0.61206985
11688,39.23535,1.5347159,22.159544,1.158707,24.969942,1.8677242,36.580936,0.77220017
11697,26.378557,2.2576425,17.104332,1.7451799,24.244635,1.991216,44.219284,0.9109052
11713,18.222239,2.40965,17.104332,1.7451799,23.353186,2.0304656,44.219284,0.9109052
11715,18.222239,2.40965,15.679027,2.0600893,23.353186,2.0304656,53.453903,1.3815836
11732,10.324507,2.7156913,19.535349,2.386913,21.845043,1.7200853,58.50381,1.8994343
11749,10.324507,2.7156913,18.323257,2.2553127,20.58695,1.1538686,61.907127,2.63213
11752,10.324507,2.7156913,15.147174,2.1216168,20.58695,1.1538686,62.76794,2.7061634
11770,6.940048,2.5528553,15.147174,2.1216168,19.638624,0.9253178,62.76794,2.7061634
11778,11.795114,2.0274625,7.3882794,0.91788036,19.638624,0.9253178,64.08031,2.832561
11784,11.795114,2.0274625,7.3882794,0.91788036,18.460688,0.8296949,68.95714,2.6573455
11786,21.864136,1.6302186,8.580596,0.44915137,18.460688,0.8296949,68.95714,2.6573455
11808,30.281124,1.1399909,8.580596,0.44915137,17.097034,0.8196191,68.95714,2.6573455
11810,30.281124,1.1399909,9.222773,0.74551386,15.381102,0.7889799,78.54435,2.3867304
11821,34.363277,0.591224,6.599986,1.3629797,12.814621,0.91213554,100.86636,2.252355
11822,35.06888,0.82731175,7.63769,1.0313352,12.814621,0.91213554,114.50821,2.0044944
11845,33.659435,1.1733586,15.332949,0.79062235,5.8262205,1.2246553,135.15175,1.6561317
11846,33.659435,1.1733586,15.332949,0.79062235,4.1333013,1.2723283,135.15175,1.6561317
11851,30.91465,2.1622958,15.332949,0.79062235,4.1333013,1.2723283,135.15175,1.6561317
11874,28.159176,2.4603264,14.571688,1.271469,13.182179,1.2533398,155.08946,1.5543981
11882,28.634922,2.4024317,14.571688,1.271469,13.182179,1.2533398,155.08946,1.5543981
11883,32.318962,1.8630925,14.571688,1.271469,17.239162,1.1215967,155.08946,1.5543981
11892,32.318962,1.8630925,16.671202,1.3183719,17.239162,1.1215967,156.78659,2.027862
11893,32.318962,1.8630925,17.426685,1.5416528,20.43812,1.1121035,153.28514,2.0158274
11913,30.580866,0.75872236,16.371307,1.7315869,22.419268,1.2157607,155.26506,1.9134228
11923,30.580866,0.75872236,14.660257,1.6208864,22.419268,1.2157607,152.67741,1.6153527
11925,30.580866,0.75872236,15.973029,1.3568498,22.419268,1.2157607,142.26897,1.6797354
11943,26.373474,0.6549279,15.973029,1.3568498,22.419268,1.2157607,130.55963,2.0060315
11944,22.068998,0.66025466,15.973029,1.3568498,22.313839,1.4770316,130.55963,2.0060315
11951,20.06312,0.67565656,17.84514,1.1826866,21.608944,1.4708418,117.22211,2.1120794
11953,20.06312,0.67565656,19.78989,1.201556,21.608944,1.4708418,102.39617,1.6914617
11960,17.596235,0.69257903,20.823725,1.2338401,19.887815,1.0360345,93.33842,1.117831
11987,20.300682,0.77283126,20.823725,1.2338401,19.887815,1.0360345,95.3131,0.6788082
12000,20.300682,0.77283126,20.842321,1.1761417,20.017017,0.8601859,95.3131,0.6788082
12002,20.300682,0.77283126,20.225765,1.0515498,20.017017,0.8601859,104.78486,1.2333645
12026,24.75899,0.8229089,17.81871,0.6630215,19.710293,0.5228442,134.05785,2.3987398
12048,25.656988,0.7594423,16.22307,0.59790605,19.642797,0.58504915,125.47553,1.6075667
12050,25.656988,0.7594423,16.22307,0.59790605,19.642797,0.58504915,114.93392,0.88125604
12064,7.593175,0.7490799,8.592526,0.8649612,17.58628,0.74259007,70.2926,1.2358375
12082,8.572125,0.91679066,9.253622,0.7147414,17.58628,0.74259007,70.2926,1.2358375
12084,8.572125,0.91679066,9.253622,0.7147414,16.466036,0.85231715,70.2926,1.2358375
12094,18.207922,1.2610835,14.741853,0.7587417,13.259105,0.9233057,35.81807,1.673241
12110,18.207922,1.2610835,14.741853,0.7587417,11.402471,0.94671863,35.81807,1.673241
12112,18.207922,1.2610835,14.741853,0.7587417,9.525787,1.0301437,35.81807,1.673241
12119,19.54936,1.2837627,14.741853,0.7587417,7.6887336,1.09195,35.81807,1.673241
12127,18.956205,1.2948098,13.840991,0.7321585,4.987734,1.0728006,25.676365,1.852153
12129,18.956205,1.2948098,13.770969,0.7020933,4.1883636,1.0697311,15.992841,1.9977274
12147,15.116647,1.1491039,15.185615,0.6645945,4.1883636,1.0697311,11.970984,2.1732535
12154,15.727895,1.1183112,15.185615,0.6645945,4.1883636,1.0697311,11.970984,2.1732535
12156,15.727895,1.1183112,15.185615,0.6645945,4.1883636,1.0697311,11.509618,2.2581515
12167,22.927456,1.0637349,19.721155,1.2506583,5.4035935,0.9125658,20.641888,1.8709105
12188,22.927456,1.0637349,19.721155,1.2506583,5.4035935,0.9125658,28.881237,1.6076401
12194,22.927456,1.0637349,20.127262,1.5101593,4.9517527,0.9817077,28.881237,1.6076401
12196,25.409176,0.9827745,20.027994,1.6647586,4.9517527,0.9817077,37.742928,1.3892361
12215,23.794395,0.83910245,18.041128,1.7263178,4.5351214,1.3213944,45.5586,1.1029732
12222,23.794395,0.83910245,18.041128,1.7263178,4.5351214,1.3213944,44.388,1.1077875
12224,23.794395,0.83910245,18.041128,1.7263178,4.5351214,1.3213944,39.942696,0.9582993
12231,14.987082,0.8729285,8.494199,1.5105639,4.183914,1.4829186,39.942696,0.9582993
12246,13.41677,1.067343,8.494199,1.5105639,4.359209,1.4495302,33.713398,0.83207744
12263,13.41677,1.067343,9.131846,1.0978546,4.978389,1.2016686,14.332479,0.8017646
12264,13.41677,1.067343,9.131846,1.0978546,5.690689,1.0213791,14.332479,0.8017646
12283,12.431708,1.3051012,9.131846,1.0978546,5.690689,1.0213791,14.332479,0.8017646
12290,12.03956,1.3042903,9.131846,1.0978546,5.690689,1.0213791,14.332479,0.8004994
12292,12.03956,1.3042903,9.778015,1.0877806,7.1110535,0.79143435,14.332479,0.8004994
12298,12.468063,0.97985315,16.855871,1.1101153,8.321623,0.62604254,11.832952,0.8174191
12326,10.98175,0.787283,21.983673,1.010727,9.642395,0.82896596,19.741264,0.3747
12350,5.777744,0.7235708,28.473408,1.1009692,11.788003,1.2819996,30.411495,0.77728766
12351,2.8608499,0.7714812,28.473408,1.1009692,11.788003,1.2819996,30.522276,0.6087559
12370,2.8608499,0.7714812,32.510887,1.3756843,14.06804,1.3924443,30.522276,0.6087559
12381,12.6919365,1.0028349,31.42534,1.187848,21.512619,1.6277981,21.02898,0.51949865
12383,19.882196,1.2460744,31.42534,1.187848,21.512619,1.6277981,14.88432,0.5408564
12403,19.882196,1.2460744,28.12734,0.9041499,23.708445,1.7370812,14.88432,0.5408564
12409,23.816303,1.3984666,28.12734,0.9041499,23.708445,1.7370812,12.114056,0.72747785
12411,23.816303,1.3984666,28.639994,0.7331386,25.81996,1.9282372,12.114056,0.72747785
12420,26.300554,2.074007,35.331707,0.896833,29.986155,2.2249572,11.959464,0.966262
12440,24.492517,2.3757377,32.940613,2.1898894,31.672598,2.2052722,15.603288,1.2815665
12449,24.492517,2.3757377,32.940613,2.1898894,30.67021,2.0849748,17.510283,1.3525426
12451,21.843168,2.4334378,32.940613,2.1898894,30.67021,2.0849748,20.408297,1.4593741
12472,22.08992,2.5350053,27.693014,2.5652452,27.202377,1.6962947,20.408297,1.4593741
12482,20.570477,2.5660005,26.923145,1.5351564,27.202377,1.6962947,22.369698,1.4112147
12488,21.60446,2.3335667,29.362793,1.1072125,25.861483,1.4494913,24.918644,1.2281696
12508,45.142296,0.9749051,30.82813,1.0231853,22.819475,0.9751491,26.428787,1.0666186
12532,48.73434,0.6084057,30.486126,1.5481611,21.517466,0.80520004,26.428787,1.0666186
12534,49.530956,0.4012994,30.486126,1.5481611,21.517466,0.80520004,26.428787,1.0666186
12541,49.530956,0.4012994,30.240993,1.4773809,20.347054,0.71129835,20.302792,0.9573837
12560,48.8887,0.49217495,30.154392,1.3703275,19.26208,0.65907216,24.015375,0.7239504
12566,48.8887,0.49217495,30.154392,1.3703275,18.791195,0.7646356,21.633066,0.7510727
12567,48.8887,0.49217495,30.154392,1.3703275,19.229172,0.90261227,21.633066,0.7510727
12573,41.048946,0.9893918,30.154392,1.3703275,19.229172,0.90261227,21.633066,0.7510727
12593,38.52213,1.1719402,21.636597,0.9147751,19.812841,1.3356429,34.27226,2.4759696
12598,33.41969,1.4064267,21.636597,0.9147751,19.812841,1.3356429,34.27226,2.4759696
12600,28.08413,1.3732313,21.636597,0.9147751,19.812841,1.3356429,34.27226,2.4759696
12609,22.883705,1.1825788,18.307392,1.0113125,19.384403,1.0918598,35.262474,2.2904508
